Department Prefix,Department,Sr no.,Type,Course Code,Course Name,Course Type,Course content category,Instructor(s),Venue,Slot,Division,Biometric Attendance Enabled?,Registration Limit,Restrictions,Division Definition
"CM,CMS",Centre for Climate Studies,4,timetable,CM 619,Thermodynamics of Climate System,Theory,Interdisciplinary STEM Course.,I - Angshuman Modak,FullSemester,11 Fri-11B-15:30:00-16:55:00- Tue-11A-15:30:00-16:55:00-,,,30,,
"CM,CMS",Centre for Climate Studies,5,timetable,CM 621,Ocean Dynamics,Theory,Interdisciplinary STEM Course.,I - Suyash Ulhas Bire,FullSemester,1 Mon-1A-09:30:00-10:25:00- Thu-1C-09:30:00-10:25:00- Tue-1B-09:30:00-10:25:00-,,,30,,
"CM,CMS",Centre for Climate Studies,6,timetable,CM 704,Machine Learning for Climate and Sustainability,Theory,Interdisciplinary STEM Course.,I - Suyash Ulhas Bire,FullSemester,2 Mon-2A-10:35:00-11:30:00- Thu-2C-10:35:00-11:30:00- Tue-2B-10:35:00-11:30:00-,,,60,,
"CM,CMS",Centre for Climate Studies,7,timetable,CM 899,Communication Skills,Non-credit,Interdisciplinary STEM Course.,A - Anjali Sharma I - Angshuman Modak,FullSemester,12 Mon-12A-17:05:00-18:00:00- Thu-12C-17:05:00-18:00:00- Tue-12B-17:05:00-18:00:00-,,,30,,
"CM,CMS",Centre for Climate Studies,8,timetable,CMS801,Seminar,Seminar,Interdisciplinary STEM Course.,I - Vishal Dixit,FullSemester,,,,0,,
"CM,CMS",Centre for Climate Studies,9,timetable,CMS802,Seminar,Seminar,Interdisciplinary STEM Course.,I - Vishal Dixit,FullSemester,,,,0,,
"CS,CSS",Computer Science and Engineering,1,timetable,CS 101,Computer Programming and Utilization,Theory,Interdisciplinary STEM Course.,I - Abir De,Class Room : LA 201 FullSemester,7 Fri-7B-11:05:00-12:30:00-Class Room : LA 201 Wed-7A-11:05:00-12:30:00-Class Room : LA 201,D3,Biometric Enabled,300,,View Section Detail for Course CS 101 Sections based on first year divisions for under-graduates
"CS,CSS",Computer Science and Engineering,2,timetable,CS 101,Computer Programming and Utilization,Theory,Interdisciplinary STEM Course.,I - Abir De,Class Room : LA 202 FullSemester,10 Fri-10B-14:00:00-15:25:00-Class Room : LA 202 Tue-10A-14:00:00-15:25:00-Class Room : LA 202,D4,Biometric Enabled,300,,View Section Detail for Course CS 101 Sections based on first year divisions for under-graduates
"CS,CSS",Computer Science and Engineering,3,timetable,CS 105,Discrete Structures,Theory,Interdisciplinary STEM Course.,I - Bharat Gopichand Adsul,Class Room : LH 301 FullSemester,6 Fri-6B-09:30:00-10:55:00-Class Room : LH 301 Wed-6A-09:30:00-10:55:00-Class Room : LH 301,,Biometric Enabled,300,,View Section Detail for Course CS 105 Sections based on first year divisions for under-graduates
"CS,CSS",Computer Science and Engineering,4,timetable,CS 213,Data Structures and Algorithms,Theory,Advanced Course.,I - Manoj Prabhakaran,FullSemester,1 Mon-1A-09:30:00-10:25:00- Thu-1C-09:30:00-10:25:00- Tue-1B-09:30:00-10:25:00-,,,300,View Restrictions for Course CS 213 Course Code Batch Year Department Program Allowed Overridable CS 213 2022 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 213 2023 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 213 2024 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 213 2025 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 213 ALL ALL ALL Deny Non-Overridable,
"CS,CSS",Computer Science and Engineering,5,timetable,CS 215,Data Analysis and Interpretation,Theory,Advanced Course.,I - Sharat Chandran,FullSemester,3 Mon-3A-11:35:00-12:30:00- Thu-3C-11:35:00-12:30:00- Tue-3B-11:35:00-12:30:00-,,,300,View Restrictions for Course CS 215 Course Code Batch Year Department Program Allowed Overridable CS 215 2022 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 215 2023 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 215 2024 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 215 2025 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 215 ALL ALL ALL Deny Non-Overridable,
"CS,CSS",Computer Science and Engineering,6,timetable,CS 228,Logic for Computer Science,Theory,Advanced Course.,I - S. Akshay,FullSemester,4 Thu-4B-08:00:00-09:25:00- Tue-4A-08:00:00-09:25:00-,,,300,View Restrictions for Course CS 228 Course Code Batch Year Department Program Allowed Overridable CS 228 2022 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 228 2023 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 228 2024 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 228 2025 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 228 ALL ALL ALL Deny Non-Overridable,
"CS,CSS",Computer Science and Engineering,7,timetable,CS 230,Digital Logic Design and Computer Architecture,Theory,Advanced Course.,I - Sayandeep Saha,FullSemester,2 Mon-2A-10:35:00-11:30:00- Thu-2C-10:35:00-11:30:00- Tue-2B-10:35:00-11:30:00-,,,300,View Restrictions for Course CS 230 Course Code Batch Year Department Program Allowed Overridable CS 230 2022 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 230 2023 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 230 2024 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 230 2025 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 230 ALL ALL ALL Deny Non-Overridable,
"CS,CSS",Computer Science and Engineering,8,timetable,CS 231,Digital Logic and Computer Architecture Lab,Lab,Advanced Course.,I - Biswabandan Panda,FullSemester,L Fri-L4-14:00:00-16:55:00-,,,300,View Restrictions for Course CS 231 Course Code Batch Year Department Program Allowed Overridable CS 231 2022 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 231 2023 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 231 2024 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 231 2025 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 231 ALL ALL ALL Deny Non-Overridable,
"CS,CSS",Computer Science and Engineering,9,timetable,CS 293,Data Structures and Algorithms Lab,Lab,Advanced Course.,I - Manoj Prabhakaran,CC 201-SL-1 FullSemester,L Tue-L2-14:00:00-16:55:00-CC 201-SL-1,,,0,View Restrictions for Course CS 293 Course Code Batch Year Department Program Allowed Overridable CS 293 2022 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 293 2023 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 293 2024 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 293 2025 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 293 ALL ALL ALL Deny Non-Overridable,
"CS,CSS",Computer Science and Engineering,10,timetable,CS 310,Automata Theory,Theory,Advanced Course.,I - Krishna Shankara Narayanan,FullSemester,2 Mon-2A-10:35:00-11:30:00- Thu-2C-10:35:00-11:30:00- Tue-2B-10:35:00-11:30:00-,,,300,View Restrictions for Course CS 310 Course Code Batch Year Department Program Allowed Overridable CS 310 2022 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 310 2023 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 310 2024 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 310 ALL ALL ALL Deny Non-Overridable,
"CS,CSS",Computer Science and Engineering,11,timetable,CS 339,Abstractions and Paradigms for Programming,Theory,Advanced Course.,I - Manas Thakur,FullSemester,3 Mon-3A-11:35:00-12:30:00- Thu-3C-11:35:00-12:30:00- Tue-3B-11:35:00-12:30:00-,,,300,View Restrictions for Course CS 339 Course Code Batch Year Department Program Allowed Overridable CS 339 2022 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 339 2023 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 339 2024 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 339 ALL ALL ALL Deny Non-Overridable,
"CS,CSS",Computer Science and Engineering,12,timetable,CS 347,Operating Systems,Theory,Advanced Course.,I - Varsha Apte,FullSemester,5 Fri-5B-08:00:00-09:25:00- Wed-5A-08:00:00-09:25:00-,,,30,View Restrictions for Course CS 347 Course Code Batch Year Department Program Allowed Overridable CS 347 2022 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 347 2023 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 347 ALL ALL ALL Deny Non-Overridable,
"CS,CSS",Computer Science and Engineering,13,timetable,CS 347,Operating Systems,Theory,Interdisciplinary STEM Course.,I - Varsha Apte,FullSemester,5 Fri-5B-08:00:00-09:25:00- Wed-5A-08:00:00-09:25:00-,M,,80,,
"CS,CSS",Computer Science and Engineering,14,timetable,CS 348,Computer Networks,Theory,Advanced Course.,I - Bhaskaran Raman,FullSemester,1 Mon-1A-09:30:00-10:25:00- Thu-1C-09:30:00-10:25:00- Tue-1B-09:30:00-10:25:00-,,,300,View Restrictions for Course CS 348 Course Code Batch Year Department Program Allowed Overridable CS 348 2022 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 348 2023 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 348 2024 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 348 ALL ALL ALL Deny Non-Overridable,
"CS,CSS",Computer Science and Engineering,15,timetable,CS 355,Programming Paradigms Laboratory,Lab,Advanced Course.,I - Manas Thakur,FullSemester,L Thu-L3-14:00:00-16:55:00-,,,300,View Restrictions for Course CS 355 Course Code Batch Year Department Program Allowed Overridable CS 355 2022 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 355 2023 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 355 2024 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 355 ALL ALL ALL Deny Non-Overridable,
"CS,CSS",Computer Science and Engineering,16,timetable,CS 378,Computer Networks Lab,Lab,Advanced Course.,I - Bhaskaran Raman,CC 201-SL-1 FullSemester,L Mon-L1-14:00:00-16:55:00-CC 201-SL-1,,,300,View Restrictions for Course CS 378 Course Code Batch Year Department Program Allowed Overridable CS 378 2022 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 378 2023 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 378 2024 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 378 ALL ALL ALL Deny Non-Overridable,
"CS,CSS",Computer Science and Engineering,17,timetable,CS 385,B.Tech. Seminar,Seminar,Advanced Course.,A - Rohit Gurjar I - Mythili Vutukuru,FullSemester,,,,300,View Restrictions for Course CS 385 Course Code Batch Year Department Program Allowed Overridable CS 385 ALL Computer Science and Engineering Dual Degree (B.Tech. + M.Tech.) Allowed Non-Overridable CS 385 ALL Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 385 ALL ALL ALL Deny Non-Overridable,
"CS,CSS",Computer Science and Engineering,18,timetable,CS 396,Seminar,Seminar,Advanced Course.,A - Rohit Gurjar I - Mythili Vutukuru,FullSemester,,,,300,View Restrictions for Course CS 396 Course Code Batch Year Department Program Allowed Overridable CS 396 ALL Computer Science and Engineering Dual Degree (B.Tech. + M.Tech.) Allowed Non-Overridable CS 396 ALL Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 396 ALL ALL ALL Deny Non-Overridable,
"CS,CSS",Computer Science and Engineering,19,timetable,CS 405,Game Theory and Algorithmic Mechanism Design,Theory,Interdisciplinary STEM Course.,I - Swaprava Nath,FullSemester,11 Fri-11B-15:30:00-16:55:00- Tue-11A-15:30:00-16:55:00-,,,200,,
"CS,CSS",Computer Science and Engineering,20,timetable,CS 409,Introduction to Cryptography,Theory,Interdisciplinary STEM Course.,I - Sruthi Sekar,CC103 FullSemester,6 Fri-6B-09:30:00-10:55:00-CC103 Wed-6A-09:30:00-10:55:00-CC103,,Biometric Enabled,60,View Restrictions for Course CS 409 Course Code Batch Year Department Program Allowed Overridable CS 409 ALL Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 409 ALL ALL ALL Deny Non-Overridable,
"CS,CSS",Computer Science and Engineering,21,timetable,CS 409,Introduction to Cryptography,Theory,Interdisciplinary STEM Course.,I - Chethan Kamath,CC 101 FullSemester,5 Fri-5B-08:00:00-09:25:00-CC 101 Wed-5A-08:00:00-09:25:00-CC 101,M,,70,,
"CS,CSS",Computer Science and Engineering,22,timetable,CS 416,Computer and Network Security,Theory,Interdisciplinary STEM Course.,I - G Sivakumar,CC 105 FullSemester,5 Fri-5B-08:00:00-09:25:00-CC 105 Wed-5A-08:00:00-09:25:00-CC 105,M,,60,,
"CS,CSS",Computer Science and Engineering,23,timetable,CS 485,R & D Project II,Other Project,Interdisciplinary STEM Course.,A - Rohit Gurjar I - Mythili Vutukuru,FullSemester,,,,300,,
"CS,CSS",Computer Science and Engineering,24,timetable,CS 490,R & D Project,Other Project,Interdisciplinary STEM Course.,A - Rohit Gurjar I - Mythili Vutukuru,FullSemester,,,,300,,
"CS,CSS",Computer Science and Engineering,25,timetable,CS 492,BTP I,Other Project,Advanced Course.,A - Rohit Gurjar I - Mythili Vutukuru,FullSemester,,,,300,View Restrictions for Course CS 492 Course Code Batch Year Department Program Allowed Overridable CS 492 ALL Computer Science and Engineering Dual Degree (B.Tech. + M.Tech.) Allowed Non-Overridable CS 492 ALL Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 492 ALL ALL ALL Deny Non-Overridable,
"CS,CSS",Computer Science and Engineering,26,timetable,CS 496,BTP II,Other Project,Advanced Course.,A - Rohit Gurjar I - Mythili Vutukuru,FullSemester,,,,300,View Restrictions for Course CS 496 Course Code Batch Year Department Program Allowed Overridable CS 496 ALL Computer Science and Engineering Dual Degree (B.Tech. + M.Tech.) Allowed Non-Overridable CS 496 ALL Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 496 ALL ALL ALL Deny Non-Overridable,
"CS,CSS",Computer Science and Engineering,27,timetable,CS 593,Dual Degree Project I,Project Stage 1,Advanced Course.,A - Milind Ashok Sohoni I - Swaprava Nath,FullSemester,,,,300,View Restrictions for Course CS 593 Course Code Batch Year Department Program Allowed Overridable CS 593 ALL Computer Science and Engineering Dual Degree (B.Tech. + M.Tech.) Allowed Non-Overridable CS 593 ALL ALL ALL Deny Non-Overridable,
"CS,CSS",Computer Science and Engineering,28,timetable,CS6001,Game Theory and Algorithmic Mechanism Design,Theory,Interdisciplinary STEM Course.,I - Swaprava Nath,FullSemester,11 Fri-11B-15:30:00-16:55:00- Tue-11A-15:30:00-16:55:00-,,,150,,
"CS,CSS",Computer Science and Engineering,29,timetable,CS6007,Multi-Agent Machine Learning (MAML),Theory,Interdisciplinary STEM Course.,I - Avishek Ghosh,CC 101 FullSemester,9 Mon-9A-15:30:00-16:55:00-CC 101 Thu-9B-15:30:00-16:55:00-CC 101,,,300,View Restrictions for Course CS6007 Course Code Batch Year Department Program Allowed Overridable CS6007 ALL Computer Science and Engineering Dual Degree (M.Tech. + M.S. by Research) Allowed Non-Overridable CS6007 ALL Computer Science and Engineering M.S. by Research Allowed Non-Overridable CS6007 ALL Computer Science and Engineering Dual Degree (M.Tech. + Ph.D.) Allowed Non-Overridable CS6007 ALL Computer Science and Engineering Dual Degree (B.Tech. + M.Tech.) Allowed Non-Overridable CS6007 ALL Computer Science and Engineering M.Tech. Allowed Non-Overridable CS6007 2023 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS6007 2024 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS6007 ALL Computer Science and Engineering Ph.D. Allowed Non-Overridable CS6007 ALL Computer Science and Engineering Dual Degree (M.S. by Research + Ph.D.) Allowed Non-Overridable CS6007 ALL ALL ALL Deny Non-Overridable,
"CS,CSS",Computer Science and Engineering,30,timetable,CS6008,Network Security,Theory,Advanced Course.,I - Devashish Gosain,CC 101 FullSemester,10 Fri-10B-14:00:00-15:25:00-CC 101 Tue-10A-14:00:00-15:25:00-CC 101,,,60,,
"CS,CSS",Computer Science and Engineering,31,timetable,CS 601,Algorithms and Complexity,Theory,Interdisciplinary STEM Course.,I - Akash Kumar,CC103 FullSemester,8 Mon-8A-14:00:00-15:25:00-CC103 Thu-8B-14:00:00-15:25:00-CC103,,Biometric Enabled,300,View Restrictions for Course CS 601 Course Code Batch Year Department Program Allowed Overridable CS 601 ALL Computer Science and Engineering Ph.D. Allowed Non-Overridable CS 601 ALL Computer Science and Engineering M.S. by Research Allowed Non-Overridable CS 601 ALL Computer Science and Engineering M.Tech. Allowed Non-Overridable CS 601 ALL Centre for Machine Intelligence and Data Science Ph.D. Allowed Non-Overridable CS 601 ALL Centre for Machine Intelligence and Data Science IDDDP Allowed Non-Overridable CS 601 ALL Centre for Machine Intelligence and Data Science M.S. by Research Allowed Non-Overridable CS 601 ALL ALL ALL Deny Non-Overridable,
"CS,CSS",Computer Science and Engineering,32,timetable,CS6010,Applied Cloud Computing,Theory,Advanced Course.,I - Kameswari Chebrolu,CC103 FullSemester,11 Fri-11B-15:30:00-16:55:00-CC103 Tue-11A-15:30:00-16:55:00-CC103,,Biometric Enabled,100,View Restrictions for Course CS6010 Course Code Batch Year Department Program Allowed Overridable CS6010 ALL Computer Science and Engineering Dual Degree (M.Tech. + M.S. by Research) Allowed Non-Overridable CS6010 ALL Computer Science and Engineering M.S. by Research Allowed Non-Overridable CS6010 ALL Computer Science and Engineering Dual Degree (M.Tech. + Ph.D.) Allowed Non-Overridable CS6010 ALL Computer Science and Engineering Dual Degree (B.Tech. + M.Tech.) Allowed Non-Overridable CS6010 ALL Computer Science and Engineering M.Tech. Allowed Non-Overridable CS6010 2023 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS6010 2024 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS6010 ALL Computer Science and Engineering Ph.D. Allowed Non-Overridable CS6010 ALL Computer Science and Engineering Dual Degree (M.S. by Research + Ph.D.) Allowed Non-Overridable CS6010 ALL ALL ALL Deny Non-Overridable,
"CS,CSS",Computer Science and Engineering,33,timetable,CS6011,Introduction to Cryptography,Theory,Interdisciplinary STEM Course.,I - Sruthi Sekar,CC103 FullSemester,6 Fri-6B-09:30:00-10:55:00-CC103 Wed-6A-09:30:00-10:55:00-CC103,,Biometric Enabled,20,View Restrictions for Course CS6011 Course Code Batch Year Department Program Allowed Overridable CS6011 ALL ALL M.S. by Research Allowed Non-Overridable CS6011 ALL ALL M.Tech. Allowed Non-Overridable CS6011 ALL ALL Ph.D. Allowed Non-Overridable CS6011 ALL ALL ALL Deny Non-Overridable,
"CS,CSS",Computer Science and Engineering,34,timetable,CS6012,Deep Learning: Foundations and Applications,Theory,Interdisciplinary STEM Course.,I - Sharat Chandran,CC103 FullSemester,7 Fri-7B-11:05:00-12:30:00-CC103 Wed-7A-11:05:00-12:30:00-CC103,,Biometric Enabled,80,View Restrictions for Course CS6012 Course Code Batch Year Department Program Allowed Overridable CS6012 ALL ALL ALL Allowed Non-Overridable CS6012 ALL ALL B.Des. Deny Non-Overridable CS6012 ALL ALL B.S. Deny Non-Overridable CS6012 ALL ALL B.Sc. (3-year) Deny Non-Overridable CS6012 ALL ALL B.S.+ M.Sc. Dual Degree Deny Non-Overridable CS6012 ALL ALL B.Tech. Deny Non-Overridable CS6012 ALL ALL Dual Degree (B.Des. + M.Des.) Deny Non-Overridable CS6012 ALL ALL Dual Degree (M.A. + Ph.D.) Deny Non-Overridable CS6012 ALL ALL Dual Degree (M.Phil. + Ph.D.) Deny Non-Overridable CS6012 ALL ALL Dual Degree (MPP + Ph.D.) Deny Non-Overridable CS6012 ALL ALL Dual Degree (M.Sc. + M.Phil.) Deny Non-Overridable CS6012 ALL ALL Dual Degree (M.Sc.+ M.S. by Research) Deny Non-Overridable CS6012 ALL ALL Dual Degree (M.Sc. + M.Tech.) Deny Non-Overridable CS6012 ALL ALL Dual Degree (M.Sc. + Ph.D.) Deny Non-Overridable CS6012 ALL ALL EMBA Deny Non-Overridable CS6012 ALL ALL Integrated M.Sc. (5-Year) Deny Non-Overridable CS6012 ALL ALL M.A. Deny Non-Overridable CS6012 ALL ALL M.A. by Research Deny Non-Overridable CS6012 ALL ALL M.A. by Research (Exit degree) Deny Non-Overridable CS6012 ALL ALL M.A. (Exit degree) Deny Non-Overridable CS6012 ALL ALL Master in Development Practice Deny Non-Overridable CS6012 ALL ALL Master of Public Policy Deny Non-Overridable CS6012 ALL ALL MBA Deny Non-Overridable CS6012 ALL ALL M.Des. Deny Non-Overridable CS6012 ALL ALL M.Des. by Research Deny Non-Overridable CS6012 ALL ALL M.Phil. Deny Non-Overridable CS6012 ALL ALL M.Phil. (Exit Degree) Deny Non-Overridable CS6012 ALL ALL M.S. by Research (Exit degree) Deny Non-Overridable CS6012 ALL ALL M.Sc. Deny Non-Overridable CS6012 ALL ALL M.Sc. (Exit Degree) Deny Non-Overridable CS6012 ALL ALL M.S. (Exit Degree) Deny Non-Overridable CS6012 ALL ALL M.Tech. (Exit Degree) Deny Non-Overridable CS6012 ALL ALL P.G.D.I.I.T (Exit Degree) Deny Non-Overridable CS6012 ALL ALL Postgraduate Diploma(PGD-Exit) Deny Non-Overridable CS6012 ALL ALL Preparatory Course Deny Non-Overridable CS6012 ALL ALL Visiting Students Deny Non-Overridable CS6012 ALL Industrial Engineering and Operations Research ALL Deny Non-Overridable CS6012 ALL Electrical Engineering ALL Deny Non-Overridable CS6012 ALL Centre for Machine Intelligence and Data Science ALL Deny Non-Overridable,
"CS,CSS",Computer Science and Engineering,35,timetable,CS6013,Efficient AI,Theory,Interdisciplinary STEM Course.,I - Aditya  Desai,CC 101 FullSemester,7 Fri-7B-11:05:00-12:30:00-CC 101 Wed-7A-11:05:00-12:30:00-CC 101,,,50,View Restrictions for Course CS6013 Course Code Batch Year Department Program Allowed Overridable CS6013 ALL ALL M.S. by Research Allowed Non-Overridable CS6013 ALL ALL Dual Degree (M.Tech. + Ph.D.) Allowed Non-Overridable CS6013 ALL ALL Dual Degree (B.Tech. + M.Tech.) Allowed Non-Overridable CS6013 ALL ALL M.Tech. Allowed Non-Overridable CS6013 2023 ALL B.Tech. Allowed Non-Overridable CS6013 2024 ALL B.Tech. Allowed Non-Overridable CS6013 ALL ALL Ph.D. Allowed Non-Overridable CS6013 ALL ALL ALL Deny Non-Overridable,
"CS,CSS",Computer Science and Engineering,36,timetable,CS 602,Applied Algorithms,Theory,Interdisciplinary STEM Course.,I - Sujoy Bhore,FullSemester,10 Fri-10B-14:00:00-15:25:00- Tue-10A-14:00:00-15:25:00-,,,300,View Restrictions for Course CS 602 Course Code Batch Year Department Program Allowed Overridable CS 602 2024 Computer Science and Engineering Ph.D. Allowed Non-Overridable CS 602 2023 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 602 2023 Computer Science and Engineering Dual Degree (B.Tech. + M.Tech.) Allowed Non-Overridable CS 602 2023 Computer Science and Engineering Dual Degree (M.S. by Research + Ph.D.) Allowed Non-Overridable CS 602 2023 Computer Science and Engineering Dual Degree (M.Tech. + M.S. by Research) Allowed Non-Overridable CS 602 2023 Computer Science and Engineering Dual Degree (M.Tech. + Ph.D.) Allowed Non-Overridable CS 602 2023 Computer Science and Engineering M.S. by Research Allowed Non-Overridable CS 602 2023 Computer Science and Engineering M.Tech. Allowed Non-Overridable CS 602 2023 Computer Science and Engineering Ph.D. Allowed Non-Overridable CS 602 2024 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 602 2024 Computer Science and Engineering Dual Degree (B.Tech. + M.Tech.) Allowed Non-Overridable CS 602 2024 Computer Science and Engineering Dual Degree (M.S. by Research + Ph.D.) Allowed Non-Overridable CS 602 2024 Computer Science and Engineering Dual Degree (M.Tech. + M.S. by Research) Allowed Non-Overridable CS 602 2024 Computer Science and Engineering Dual Degree (M.Tech. + Ph.D.) Allowed Non-Overridable CS 602 2024 Computer Science and Engineering M.S. by Research Allowed Non-Overridable CS 602 2024 Computer Science and Engineering M.Tech. Allowed Non-Overridable CS 602 ALL ALL ALL Deny Non-Overridable,
"CS,CSS",Computer Science and Engineering,37,timetable,CS 604,Combinatorics,Theory,Advanced Course.,I - Saisundararaman Vishwanathan,KR 125 FullSemester,9 Mon-9A-15:30:00-16:55:00-KR 125 Thu-9B-15:30:00-16:55:00-KR 125,,,50,View Restrictions for Course CS 604 Course Code Batch Year Department Program Allowed Overridable CS 604 ALL Computer Science and Engineering M.S. by Research Allowed Non-Overridable CS 604 ALL Computer Science and Engineering M.Tech. Allowed Non-Overridable CS 604 ALL Computer Science and Engineering Ph.D. Allowed Non-Overridable CS 604 ALL ALL ALL Deny Non-Overridable,
"CS,CSS",Computer Science and Engineering,38,timetable,CS6101,Indexing and Retrieving Text and Graphs,Theory,Interdisciplinary STEM Course.,I - Soumen Chakrabarti,CC103 FullSemester,10 Fri-10B-14:00:00-15:25:00-CC103 Tue-10A-14:00:00-15:25:00-CC103,,Biometric Enabled,150,View Restrictions for Course CS6101 Course Code Batch Year Department Program Allowed Overridable CS6101 ALL Mechanical Engineering ALL Allowed Non-Overridable CS6101 ALL Computer Science and Engineering M.S. by Research Allowed Non-Overridable CS6101 ALL Electrical Engineering Dual Degree (M.Tech. + Ph.D.) Allowed Non-Overridable CS6101 ALL Electrical Engineering Dual Degree (B.Tech. + M.Tech.) Allowed Non-Overridable CS6101 ALL Centre for Machine Intelligence and Data Science M.Tech. Allowed Non-Overridable CS6101 ALL Electrical Engineering M.Tech. Allowed Non-Overridable CS6101 ALL Computer Science and Engineering M.Tech. Allowed Non-Overridable CS6101 ALL Centre for Machine Intelligence and Data Science B.Tech. Allowed Non-Overridable CS6101 ALL Electrical Engineering B.Tech. Allowed Non-Overridable CS6101 ALL Computer Science and Engineering B.Tech. Allowed Non-Overridable CS6101 ALL Centre for Machine Intelligence and Data Science Ph.D. Allowed Non-Overridable CS6101 ALL Electrical Engineering Ph.D. Allowed Non-Overridable CS6101 ALL Computer Science and Engineering Ph.D. Allowed Non-Overridable CS6101 ALL Centre for Machine Intelligence and Data Science M.S. by Research Allowed Non-Overridable CS6101 ALL ALL ALL Deny Non-Overridable,
"CS,CSS",Computer Science and Engineering,39,timetable,CS 616,Parallelizing Compilers,Theory,Advanced Course.,I - Uday Prabhakar Khedker,FullSemester,11 Fri-11B-15:30:00-16:55:00- Tue-11A-15:30:00-16:55:00-,,,30,View Restrictions for Course CS 616 Course Code Batch Year Department Program Allowed Overridable CS 616 ALL Computer Science and Engineering M.S. by Research Allowed Non-Overridable CS 616 ALL Computer Science and Engineering M.Tech. Allowed Non-Overridable CS 616 2023 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 616 ALL Computer Science and Engineering Ph.D. Allowed Non-Overridable CS 616 ALL ALL ALL Deny Non-Overridable,
"CS,CSS",Computer Science and Engineering,40,timetable,CS 618,Program Analysis,Theory,Advanced Course.,I - Uday Prabhakar Khedker,CC 105 FullSemester,7 Fri-7B-11:05:00-12:30:00-CC 105 Wed-7A-11:05:00-12:30:00-CC 105,,,300,View Restrictions for Course CS 618 Course Code Batch Year Department Program Allowed Overridable CS 618 2025 Computer Science and Engineering M.Tech. Allowed Non-Overridable CS 618 2026 Computer Science and Engineering M.Tech. Allowed Non-Overridable CS 618 2023 Computer Science and Engineering B.Tech. Allowed Non-Overridable CS 618 ALL ALL ALL Deny Non-Overridable,
